# Source: Gaia DR3, Downloaded: 2025-07-22T12:48:06.116544 UTC
source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,teff_gspphot,logg_gspphot,mh_gspphot
1962153854973972096,335.51292167392506,45.45734141046544,2.0534180420700974,8.96597141356456,-5.561691848879303,-25.778393,11.4148245,11.750677,10.913599,1.0600654,,,
1997273733835247616,351.6533934266438,56.8871612635986,15.398494219422142,-89.18171931019565,143.07337920659023,-22.660078,7.8475924,8.139928,7.381546,0.9584856,5825.5186,4.1756,-0.5099
2010336687886382592,348.92593334698375,58.04322267642936,1.0840744208567414,-0.14601601756204785,-4.446237042601419,-24.462849,7.500251,8.445335,6.544673,0.97853184,,,
2016655237613545728,353.22951517386554,63.155618785937506,17.92402867734522,439.11438409975096,30.784000693230592,6.3288603,7.2948856,7.6594806,6.7606926,1.030387,5521.0513,4.0825,-0.1924
2028419118720795392,298.01919397941856,28.099964005036682,19.7003613148022,52.809476687983434,-92.16625206102927,0.16413224,8.077814,8.417819,7.5697203,0.9726786,5601.07,4.3644,0.1046
2050231848829944320,291.1376216543287,36.57734395666409,1.2313381395532284,8.003996764434179,-2.4654568924614915,,15.159796,15.659417,14.5044565,1.0211399,5004.7544,4.4394,-0.171
2050321081068398720,288.40083575207444,34.914669700582614,7.269935304790921,-10.005690518398053,28.724952275673665,-5.914954,7.71555,8.156664,7.106279,0.91789514,5024.322,3.2579,-0.1037
2051019683267537024,290.91932682358623,37.28716802212201,2.2977682923209057,1.6406551298886947,2.8983025449933413,-23.882563,12.74027,13.0408945,12.278043,0.92294055,5937.856,4.4021,-0.4107
2051103314872392192,290.47448647707466,37.76654938329445,0.7294085928873982,-5.648198935061905,-3.6107151535576505,,15.834145,16.24328,15.256467,0.9499115,5371.191,4.543,-0.3079
2051104586182508928,290.3286448558638,37.723118923669155,1.5886529637496163,-3.4333909347466274,0.6713751357344258,-35.875076,13.939153,14.291128,13.425431,0.98696005,5661.4326,4.4539,-0.1026
2051106987063242880,290.42097393854414,37.851651280661855,4.529609440640355,25.34866974103646,-30.791965847950046,-11.359669,11.869435,12.237363,11.336998,0.82414037,5607.389,4.5029,-0.0493
2051669906960994304,293.2541120213868,37.84615112407404,0.545337987504825,-0.601836014920651,-5.739294879317219,,15.11497,15.504535,14.550933,1.081457,5805.1445,4.1413,-0.2615
2051815759742763264,292.5798559522023,37.376257342098995,3.9327691352029492,-2.5832022239384704,-30.39592217079424,,15.644889,16.816801,14.568695,1.0183854,3657.7021,4.5193,-0.2468
2051842839520109568,292.4211006149402,37.682791378910174,1.474478927890253,4.40599106738833,-3.8424900619992965,-40.40583,12.953328,13.250655,12.496497,0.9380356,6007.291,4.1572,-0.1435
2051897265347291520,292.25459035379424,37.97137522360586,0.7094551753513586,-7.624245398824362,-5.306672051132416,,15.706289,16.103266,15.138638,1.0444169,5271.97,4.4062,-0.6072
2051937638040407808,292.42279117737274,38.26628146455889,1.0195047272082405,-4.736317274842308,-6.790265596952283,-43.927967,13.059314,13.399908,12.552176,0.9087458,6032.761,3.9848,-0.2802
2051947739803854336,292.58777362662363,38.52198180969812,1.1247610264647954,-3.5140969017343853,-6.7519320613073806,-54.44185,14.067142,14.419452,13.54799,0.9890257,5793.19,4.2471,-0.1126
2052085934674652544,293.85062245431874,38.39773732032257,0.5994486123177305,-3.0831204750772314,-3.7606118600799627,,14.773765,15.125556,14.256427,1.031572,6014.4976,4.0229,-0.1195
2052117923590073600,294.43352262336856,38.35547324937682,1.0081680540097515,-0.7662631762934518,2.5719682018020524,,14.636443,14.99937,14.108642,0.9993168,5688.0156,4.3396,-0.1042
2052136752727511552,294.9589287818467,38.59159723658608,1.6714839443622729,1.4941986103801619,3.7216915919310285,-12.732735,11.453933,11.657421,11.111333,0.9569358,6846.596,4.0264,-0.0498
2052140601018026496,295.18288881923684,38.65420212278517,1.5966548541231376,-4.39371460054581,-4.662800531989098,-15.649159,14.370029,14.8155,13.767498,0.987472,5233.1206,4.5259,0.3001
