# Source: NASA Exoplanet Archive, Table: pscomppars, Downloaded: 2025-07-22T12:47:51.984918 UTC
pl_name,hostname,sy_dist,ra,dec,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,discoverymethod,disc_year,pl_orbsmax,pl_orbeccen,pl_insol,pl_dens,gaia_id,sy_vmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,pl_massj,pl_radj,pl_orbincl,pl_orblper,st_mass,st_met,st_logg,st_age,sy_dist2,sy_plx,sky_coord.ra,sky_coord.dec
Kepler-1499 b,Kepler-1499,309.869,283.986348,41.6505091,1.19,1.81,44.2008,409.0,5097.0,0.78,Transit,2016,0.23225,0.0,7.371,5.9,Gaia DR2 2103741437614605312,13.676,11.455,,14.241,13.452,13.195,,0.10616469,89.69,,0.82,-0.01,4.58,4.68,309.869,3.1983,283.986348,41.6505091
OGLE-TR-111 b,OGLE-TR-111,1068.33,163.324115,-61.4056976,11.421971,174.799,4.0144463,1019.0,5040.0,0.83,Transit,2004,0.0473,0.0,,0.65,Gaia DR2 5242089296564780416,16.707,14.112,,,,,0.55,1.019,88.3,,0.82,0.19,4.536,8.8,1068.33,0.911592,163.324115,-61.4056976
HAT-P-13 b,HAT-P-13,246.81,129.8823772,47.3519076,14.258,270.462,2.91625,1740.0,5653.0,1.756,Transit,2009,0.04383,0.0133,1978.5245,0.362,Gaia DR2 1014520826353577088,10.421,8.975,,,,,0.851,1.272,83.4,210.0,1.32,0.46,4.13,5.0,246.81,4.02313,129.8823772,47.3519076
HAT-P-13 c,HAT-P-13,246.81,129.8823772,47.3519076,12.3,4538.421,446.27,340.0,5653.0,1.756,Radial Velocity,2009,1.258,0.6616,,13.4,Gaia DR2 1014520826353577088,10.421,8.975,,,,,,1.1,,175.29,1.32,0.46,4.13,5.0,246.81,4.02313,129.8823772,47.3519076
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,5690.0,268.461625,-33.9903333,13.2,830.0,1980.0,,,,Microlensing,2010,1.8,,,1.98,,,,,,,,2.6,1.18,52.0,,0.19,,,,5690.0,,268.461625,-33.9903333
Kepler-53 c,Kepler-53,1366.07,290.4617926,40.5624966,3.17,36.0,38.5583038,550.0,5858.0,0.89,Transit,2012,0.22091,0.0,23.176,0.92,Gaia DR2 2101188990094347648,15.367,13.807,,15.867,15.354,15.179,0.11326866701377,0.283,87.91,,0.98,0.0,4.53,0.3,1366.07,0.704174,290.4617926,40.5624966
Kepler-59 b,Kepler-59,1163.22,287.0394932,46.6401677,1.1,4.1,11.8681707,864.0,6074.0,0.94,Transit,2012,0.09943,0.0,187.51,8.7,Gaia DR2 2130625287187139072,14.467,12.928,,14.669,14.259,14.152,0.0129000426321238,0.098,86.93,,1.04,-0.2,4.51,0.26,1163.22,0.830859,287.0394932,46.6401677
Kepler-267 c,Kepler-267,264.993,299.8305655,47.1575741,2.13,5.18,6.87745,484.0,4258.0,0.555,Transit,2014,0.06,0.0,17.583,2.95,Gaia DR2 2085626983551485440,16.69,12.485,,16.821,15.494,14.846,,0.19,88.26,,0.541571,-0.18,4.729,3.06,264.993,3.74529,299.8305655,47.1575741
Kepler-267 d,Kepler-267,264.993,299.8305655,47.1575741,2.27,5.77,28.464515,301.0,4258.0,0.555,Transit,2014,0.154,0.0,2.647,2.71,Gaia DR2 2085626983551485440,16.69,12.485,,16.821,15.494,14.846,,0.203,89.98,,0.541571,-0.18,4.729,3.06,264.993,3.74529,299.8305655,47.1575741
Kepler-353 b,Kepler-353,384.694,296.8565596,41.7580749,0.89,0.64,5.795278,534.0,3903.0,0.504,Transit,2014,0.051,0.0,27.189,4.99,Gaia DR2 2076953069455745920,16.126,12.808,,17.132,15.774,15.191,,0.079,87.11,,0.553,-0.12,4.751,4.59,384.694,2.57123,296.8565596,41.7580749
Kepler-32 c,Kepler-32,323.847,297.8423073,46.5743595,2.0,158.9,8.7522,451.0,3900.0,0.53,Transit,2011,0.09,0.0,10.68,0.33,Gaia DR2 2080287892525359872,16.36,12.757,,17.251,15.913,15.179,0.5,0.178,89.97,,0.58,0.0,4.64,5.6,323.847,3.05948,297.8423073,46.5743595
Kepler-52 b,Kepler-52,321.542,286.7380152,49.9757383,2.1,135.0,7.8773565,553.0,4075.0,0.52,Transit,2012,0.0637,0.0,22.72,3.35,Gaia DR2 2133589776693414016,15.513,12.36,,16.328,15.068,14.567,0.424757501301638,0.187,89.92,,0.54,0.0,4.74,1.01,321.542,3.08128,286.7380152,49.9757383
Kepler-1735 b,Kepler-1735,245.303,281.0503476,47.1882005,1.19429134,1.84,7.71792984,502.0,3975.0,0.509,Transit,2021,0.0621,0.0,15.01,5.94,Gaia DR2 2119222252094710912,15.896,12.247,,16.591,15.293,14.651,,0.10654772,89.8,,0.535,-0.34,4.753,8.17,245.303,4.04785,281.0503476,47.1882005
HD 118203 b,HD 118203,92.2589,203.509956,53.7281876,12.778238,680.15279098,6.1349779,1361.0,5742.0,2.04,Radial Velocity,2005,0.0713,0.3136,593.4,1.79,Gaia DR2 1560420854826284928,8.05,6.543,,,,,2.14,1.14,88.48,155.5,1.27,0.287,3.92,4.73,92.2589,10.8102,203.509956,53.7281876
Kepler-267 b,Kepler-267,264.993,299.8305655,47.1575741,1.98,37.9,3.353728,615.0,4258.0,0.555,Transit,2014,0.037,0.0,45.843,26.8,Gaia DR2 2085626983551485440,16.69,12.485,,16.821,15.494,14.846,0.119,0.177,89.84,,0.541571,-0.18,4.729,3.06,264.993,3.74529,299.8305655,47.1575741
WASP-17 b,WASP-17,405.908,239.9622479,-28.0617941,20.96083,247.9074,3.73543,1755.0,6550.0,1.49,Transit,2009,0.0515,0.0,1292.19,0.082,Gaia DR2 6042793005779654656,11.588,10.224,,,,,0.78,1.87,86.63,-82.6,2.28,-0.25,4.2,2.65,405.908,2.43656,239.9622479,-28.0617941
WASP-62 b,WASP-62,175.631,87.1398205,-63.9883286,14.79588,165.2716,4.41195,1475.3,6230.0,1.23,Transit,2012,0.0571,0.0,653.252,0.262,Gaia DR2 4756649415309914240,10.213,8.944,,,,,0.52,1.32,88.3,,1.11,0.04,4.45,2.6,175.631,5.66486,87.1398205,-63.9883286
TRAPPIST-1 b,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,1.116,1.374,1.510826,397.6,2566.0,0.1192,Transit,2016,0.01154,0.00622,4.153,5.441939,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00432308745769223,0.09956302,89.728,336.86,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
TRAPPIST-1 c,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,1.097,1.308,2.421937,339.7,2566.0,0.1192,Transit,2016,0.0158,0.00654,2.214,5.463993,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00411542823483365,0.09786795,89.778,282.45,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
TRAPPIST-1 d,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,0.788,0.388,4.049219,286.2,2566.0,0.1192,Transit,2016,0.02227,0.00837,1.115,4.366784,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00122078452225952,0.07030077,89.896,-8.73,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
WASP-121 b,WASP-121,269.898,107.6002312,-39.0972705,19.64934317,367.7274669,1.27492504,2720.0,6776.0,1.458,Transit,2016,0.02596,0.0,6216.41,0.266,Gaia DR2 5565050255701441664,10.514,9.374,,,,,1.157,1.753,88.49,10.0,1.358,0.13,4.242,1.5,269.898,3.67631,107.6002312,-39.0972705
HIP 41378 b,HIP 41378,106.289,126.6158279,10.0803708,2.44317,6.54,15.572098,912.0,6226.0,1.343,Transit,2016,,,115.206,2.46,Gaia DR2 600698184764497664,8.93,7.722,,,,,,0.2179654,88.8,,1.168,-0.11,4.2,4.279,106.289,9.37994,126.6158279,10.0803708
HIP 41378 c,HIP 41378,106.289,126.6158279,10.0803708,2.56,7.08,31.70648,696.5,6226.0,1.343,Transit,2016,,,55.6175,2.32,Gaia DR2 600698184764497664,8.93,7.722,,,,,,0.2283879,87.5,,1.168,-0.11,4.2,4.279,106.289,9.37994,126.6158279,10.0803708
HIP 41378 d,HIP 41378,106.289,126.6158279,10.0803708,3.96,14.9,1114.0,,6226.0,1.343,Transit,2016,,0.0,,1.32,Gaia DR2 600698184764497664,8.93,7.722,,,,,,0.35328754,89.93,,1.168,-0.11,4.2,4.279,106.289,9.37994,126.6158279,10.0803708
HIP 41378 e,HIP 41378,106.289,126.6158279,10.0803708,5.51,26.0,131.0,,6226.0,1.343,Transit,2016,,,,0.854,Gaia DR2 600698184764497664,8.93,7.722,,,,,,0.49156927,89.91,,1.168,-0.11,4.2,4.279,106.289,9.37994,126.6158279,10.0803708
HIP 41378 f,HIP 41378,106.289,126.6158279,10.0803708,10.2,74.0,1084.0,,6226.0,1.343,Transit,2016,,,,0.383,Gaia DR2 600698184764497664,8.93,7.722,,,,,,0.90998305,89.98,,1.168,-0.11,4.2,4.279,106.289,9.37994,126.6158279,10.0803708
WASP-136 b,WASP-136,275.587,0.325761,-8.9262512,15.46842,479.9233,5.215357,1742.0,6260.0,2.21,Transit,2016,0.0661,0.0,1843.4633,0.773,Gaia DR2 2441013811932929280,9.974,8.805,,,,,1.51,1.38,84.7,,1.41,-0.18,3.9,3.62,275.587,3.60091,0.325761,-8.9262512
TRAPPIST-1 e,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,0.92,0.692,6.101013,249.7,2566.0,0.1192,Transit,2017,0.02925,0.0051,0.646,4.901605,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00217727548815358,0.08207704,89.793,108.37,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
TRAPPIST-1 f,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,1.045,1.039,9.20754,217.7,2566.0,0.1192,Transit,2017,0.03849,0.01007,0.373,5.022904,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00326905958409186,0.09322882,89.74,368.81,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
TRAPPIST-1 g,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,1.129,1.321,12.352446,197.3,2566.0,0.1192,Transit,2017,0.04683,0.00208,0.252,5.055986,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00415633080903306,0.10072281,89.742,191.34,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
TRAPPIST-1 h,TRAPPIST-1,12.42988881,346.6263919,-5.0434618,0.755,0.326,18.772866,171.7,2566.0,0.1192,Transit,2017,0.06189,0.00567,0.144,4.16278,Gaia DR2 2635476908753563008,17.02,10.296,23.3056,19.6235,17.9963,15.0923,0.00102571070684692,0.0673567,89.805,338.92,0.0898,0.04,5.2396,0.5,12.42988881,80.4512426,346.6263919,-5.0434618
WASP-172 b,WASP-172,538.11,199.433742,-47.2375748,17.59813,149.3801,5.477433,1740.0,6900.0,1.91,Transit,2018,0.0694,0.0,1506.5,0.16,Gaia DR2 6086712585429729536,10.988,10.13,,,,,0.47,1.57,86.7,,1.49,-0.1,4.05,1.79,538.11,1.83142,199.433742,-47.2375748
WASP-173 A b,WASP-173 A,232.98,354.1686959,-34.6113042,13.4508,1172.7927,1.38665318,1880.0,5800.0,1.11,Transit,2018,0.0248,0.0,1920.0,2.84,Gaia DR2 2323985539482908416,11.15,10.002,,11.426,10.913,10.792,3.69,1.2,85.2,,1.05,0.16,4.37,6.78,232.98,4.26358,354.1686959,-34.6113042
Kepler-777 b,Kepler-777,443.106,282.7241098,44.3465098,1.47,2.76,5.72812599,569.0,4043.0,0.56,Transit,2016,0.0519,0.0,33.953,4.77,Gaia DR2 2105358166383528192,16.131,13.046,,17.257,15.969,15.39,,0.13114462,89.42,,0.58,-0.17,4.71,3.16,443.106,2.2286,282.7241098,44.3465098
XO-7 b,XO-7,234.149,277.4780753,85.2333208,15.389957,225.34147,2.8641424,1743.0,6250.0,1.48,Transit,2019,0.04421,0.038,1540.0,0.34,Gaia DR2 2303332931542914048,10.521,9.241,,,,,0.709,1.373,83.45,,1.405,0.432,4.246,1.18,234.149,4.24195,277.4780753,85.2333208
Kepler-844 b,Kepler-844,431.776,287.8578541,48.7739646,1.68,3.46,2.613020856,713.0,4128.0,0.57,Transit,2016,0.0298,0.0,89.652,4.01,Gaia DR2 2131232114526859520,15.986,13.058,,17.131,15.805,15.287,,0.14987956,80.29,,0.59,-0.24,4.7,3.8,431.776,2.28848,287.8578541,48.7739646
WASP-148 b,WASP-148,246.353,254.1305022,44.3025361,8.47398941,91.21675281,8.803809,940.0,5555.0,0.912,Transit,2020,0.08215,0.208,72.699,0.831,Gaia DR2 1358355738906114816,12.036,10.506,,12.677,12.028,11.893,0.287,0.756,89.3,60.6,0.954,0.099,4.496,3.6,246.353,4.03046,254.1305022,44.3025361
WASP-148 c,WASP-148,246.353,254.1305022,44.3025361,13.9,124.58873554,34.524,590.0,5555.0,0.912,Radial Velocity,2020,0.2044,0.1809,,0.255,Gaia DR2 1358355738906114816,12.036,10.506,,12.677,12.028,11.893,0.392,1.24,104.9,26.1,0.954,0.099,4.496,3.6,246.353,4.03046,254.1305022,44.3025361
WASP-186 b,WASP-186,278.514,18.9953122,21.6169065,12.44199,1341.2426,5.026799,1378.4,6361.0,1.47,Transit,2020,0.06,0.33,853.1355,3.821,Gaia DR2 2790691147020786816,10.81,9.532,,,,,4.22,1.11,83.59,173.0,1.22,-0.08,4.193,3.1,278.514,3.56212,18.9953122,21.6169065
Kepler-1749 b,Kepler-1749,268.2,290.2945805,45.5645196,1.61301783,3.23,14.53409958,420.0,3957.0,0.553,Transit,2021,0.0956,0.0,7.34,4.23,Gaia DR2 2127463224886292224,14.95,11.809,,15.964,14.673,14.141,,0.14390406,88.07,,0.551,-0.16,4.693,3.72,268.2,3.69973,290.2945805,45.5645196
Kepler-834 b,Kepler-834,633.937,287.0544674,45.1803351,2.02,4.74,13.32388301,378.0,4554.0,0.66,Transit,2016,0.0862,0.0,11.845,3.16,Gaia DR2 2106246984096567552,16.211,13.484,,16.95,15.864,15.494,,0.18021233,89.87,,0.7,-0.13,4.64,2.69,633.937,1.54978,287.0544674,45.1803351
Kepler-833 b,Kepler-833,467.37,290.4799052,45.6005798,2.02,4.74,18.7546998,382.0,4339.0,0.62,Transit,2016,0.1139,0.0,8.313,3.16,Gaia DR2 2127461236320786688,15.755,12.885,,16.599,15.425,14.991,,0.18021233,89.96,,0.64,-0.18,4.67,3.72,467.37,2.11112,290.4799052,45.6005798
Kepler-801 b,Kepler-801,440.426,286.0751815,44.6646277,2.0,4.66,11.41928253,419.0,4435.0,0.63,Transit,2016,0.0795,0.0,14.442,3.2,Gaia DR2 2106293816419205504,15.596,12.763,,16.352,15.249,14.869,,0.17842805,89.36,,0.67,-0.17,4.66,3.55,440.426,2.24188,286.0751815,44.6646277
Kepler-787 b,Kepler-787,503.568,291.6924773,38.5729105,1.28,2.18,0.928310498,1115.0,4248.0,0.62,Transit,2016,0.0159,0.0,493.553,5.71,Gaia DR2 2052736123999181824,16.696,13.105,,17.024,15.839,15.352,,0.11419395,88.27,,0.65,-0.09,4.67,3.39,503.568,1.95791,291.6924773,38.5729105
TOI-1846 b,TOI-1846,47.2496,257.9549645,54.5278483,1.792,3.87,3.9306737,568.1,3568.0,0.397,Transit,2025,0.03646,,17.35,3.7,Gaia DR2 1420011162670761600,13.971,9.596,,,,,,0.15987181,88.65,,0.418,0.169,4.862,7.2,47.2496,21.1354,257.9549645,54.5278483
Kepler-303 b,Kepler-303,209.738,283.1354742,43.6567036,0.89,0.64,1.937055,802.0,3944.0,0.485,Transit,2014,0.024,0.0,145.436,4.99,Gaia DR2 2105113765565227648,14.917,11.596,,15.623,14.4,13.862,,0.079,89.41,,0.575,-0.4136,4.768,7.71,209.738,4.73901,283.1354742,43.6567036
Kepler-125 b,Kepler-125,183.365,298.2581101,47.6050031,2.37,6.21,4.164389,590.0,3810.0,0.512,Transit,2014,0.041,0.0,33.184,2.56,Gaia DR2 2086439488284337536,15.431,11.682,,16.233,14.871,14.118,,0.211,87.73,,0.542101,-0.14,4.744,1.09,183.365,5.4249,298.2581101,47.6050031
Kepler-898 b,Kepler-898,484.891,286.5854116,46.8708877,1.49,2.83,5.8706191,616.0,4223.0,0.62,Transit,2016,0.0545,0.0,37.11,4.7,Gaia DR2 2130552994298492288,16.695,13.187,,17.173,15.93,15.442,,0.1329289,87.35,,0.65,-0.06,4.66,3.98,484.891,2.0341,286.5854116,46.8708877
Kepler-901 b,Kepler-901,253.867,291.1528056,40.8876814,1.37,2.45,3.517494394,704.0,4184.0,0.57,Transit,2016,0.0378,0.0,68.723,5.24,Gaia DR2 2101525749889208576,15.85,11.907,,15.902,14.671,14.184,,0.12222321,86.49,,0.59,-0.3,4.7,3.8,253.867,3.91031,291.1528056,40.8876814
Kepler-235 d,Kepler-235,428.018,286.0790779,39.278237,2.05,4.86,20.060548,401.0,4255.0,0.554,Transit,2014,0.122,0.0,4.03,3.1,Gaia DR2 2100082125479729792,16.567,13.116,19.8852,17.2989,15.9719,15.4016,,0.183,89.576,,0.581,-0.51,4.73,6.0,428.018,2.30818,286.0790779,39.278237
Kepler-249 b,Kepler-249,190.401,296.9853002,43.6586043,1.09,1.32,3.306539,554.0,3568.0,0.482,Transit,2014,0.035,0.0,24.26,5.6,Gaia DR2 2078807228323035008,16.37,11.966,,16.847,15.445,14.543,,0.097,90.0,,0.510238,-0.34,4.777,3.86,190.401,5.22348,296.9853002,43.6586043
Kepler-732 c,Kepler-732,174.826,283.7317274,45.9585288,1.27,2.15,0.893041236,893.0,3631.0,0.46,Transit,2016,0.0143,0.0,199.846,5.77,Gaia DR2 2107406178588473728,16.53,11.721,,16.712,15.31,14.371,,0.11330181,89.92,,0.49,-0.01,4.79,4.47,174.826,5.6912,283.7317274,45.9585288
Kepler-32 e,Kepler-32,323.847,297.8423073,46.5743595,1.5,4.08181,2.896,652.0,3900.0,0.53,Transit,2012,0.033,0.0,56.649,0.091,Gaia DR2 2080287892525359872,16.36,12.757,,17.251,15.913,15.179,0.0128428104917632,0.13382104,89.65,,0.58,0.0,4.64,5.6,323.847,3.05948,297.8423073,46.5743595
Kepler-186 b,Kepler-186,177.594,298.652736,43.9549884,1.07,1.24,3.8867907,571.0,3788.0,0.472,Transit,2014,0.0343,0.0,37.372,5.56,Gaia DR2 2079000330051813504,15.138,11.605,,16.049,14.679,14.015,,0.095,89.6,,0.478,-0.28,4.77,4.0,177.594,5.60203,298.652736,43.9549884
Kepler-235 e,Kepler-235,428.018,286.0790779,39.278237,2.22,5.56,46.183669,306.0,4255.0,0.554,Transit,2014,0.213,0.0,1.33,2.79,Gaia DR2 2100082125479729792,16.567,13.116,19.8852,17.2989,15.9719,15.4016,,0.198,89.9971,,0.581,-0.51,4.73,6.0,428.018,2.30818,286.0790779,39.278237
Kepler-249 d,Kepler-249,190.401,296.9853002,43.6586043,1.57,3.09,15.368459,332.0,3568.0,0.482,Transit,2014,0.097,0.0,4.474,4.39,Gaia DR2 2078807228323035008,16.37,11.966,,16.847,15.445,14.543,,0.14,89.86,,0.510238,-0.34,4.777,3.86,190.401,5.22348,296.9853002,43.6586043
Kepler-32 d,Kepler-32,323.847,297.8423073,46.5743595,2.7,67.4815,22.7802,328.0,3900.0,0.53,Transit,2012,0.13,0.0,3.631,0.52,Gaia DR2 2080287892525359872,16.36,12.757,,17.251,15.913,15.179,0.212320543141381,0.24087787,89.99,,0.58,0.0,4.64,5.6,323.847,3.05948,297.8423073,46.5743595
Kepler-2000 b,Kepler-2000,320.588,285.5743032,49.9621218,2.73,7.9,6.383159135,530.0,3757.0,0.576,Transit,2023,0.0562,0.0,18.73,2.13,Gaia DR2 2132144056342471168,15.642,12.29,,16.625,15.335,14.667,,0.24355471,89.61,,0.581,0.48,4.681,6.0,320.588,3.0909,285.5743032,49.9621218
Kepler-1712 b,Kepler-1712,156.264,284.998698,50.1466922,2.28372556,5.83,13.81499958,391.0,3732.0,0.509,Transit,2021,0.0903,0.0,5.52,2.69,Gaia DR2 2132326747070439296,14.946,11.124,,15.689,14.291,13.585,,0.2037407,88.06,,0.515,0.02,4.736,1.03,156.264,6.37055,284.998698,50.1466922
TOI-5882 b,TOI-5882,416.104,311.8886385,34.7374918,11.46678726,6995.40323807,7.148972,1515.0,5920.0,2.26,Transit,2025,0.0804,0.0339,4792.5,25.4,Gaia DR2 1869489729418662528,11.315,9.615,,,,,22.01,1.023,88.56,104.7,1.334,0.18,3.856,4.11,416.104,2.37459,311.8886385,34.7374918
Kepler-138 e,Kepler-138,66.8624,290.3814122,43.2930645,0.797,0.43,38.23,292.0,3841.0,0.535,Transit Timing Variations,2022,0.1803,0.112,1.73,4.67,Gaia DR2 2102053446751282944,13.04,9.506,,14.014,12.893,12.457,0.00135293130044225,0.0711,88.53,76.0,0.535,-0.18,4.71,2.21,66.8624,14.9272,290.3814122,43.2930645
Kepler-1650 b,Kepler-1650,134.397,297.7292296,42.8666919,0.96,0.84,1.53818001,602.0,3410.0,0.334,Transit,2017,0.0167,0.01,54.562,5.22,Gaia DR2 2078524482038704000,17.07,12.199,,17.55,16.157,14.939,,0.08564546,77.38,,0.326,-0.11,4.85873,3.82,134.397,7.41203,297.7292296,42.8666919
Kepler-1761 b,Kepler-1761,221.186,284.1329728,49.1426325,1.39109603,2.51,4.043540001,613.0,3871.0,0.532,Transit,2021,0.0413,0.0,33.34,5.12,Gaia DR2 2131817707546856320,15.619,11.791,,16.401,15.031,14.347,,0.12410549,78.42,,0.573,0.07,4.744,3.9,221.186,4.49228,284.1329728,49.1426325
GJ 341 b,GJ 341,10.454,140.3993759,-60.2811692,0.88,4.0,7.57686,629.0,3770.0,0.5066,Transit,2025,,0.0,13.8,,Gaia DR2 5299440441521812992,9.49,5.587,,,,,0.0125854074459745,0.07850848,89.24,,0.48,-0.16,4.72,,10.454,95.6279,140.3993759,-60.2811692
HD 118203 c,HD 118203,92.2589,203.509956,53.7281876,12.4,3747.19691853,5103.0,146.0,5742.0,2.04,Radial Velocity,2024,6.28,0.26,,10.8,Gaia DR2 1560420854826284928,8.05,6.543,,,,,11.79,1.1,93.7,175.0,1.27,0.287,3.92,4.73,92.2589,10.8102,203.509956,53.7281876
Kepler-974 b,Kepler-974,134.311,285.0131082,40.2209547,1.57,3.09,4.194496514,577.0,3687.0,0.5,Transit,2016,0.0419,0.0,28.511,4.39,Gaia DR2 2103377980301947264,15.295,11.056,18.6011,16.1581,14.8122,13.7559,,0.14006602,85.09,,0.52,0.07,4.76,4.37,134.311,7.41656,285.0131082,40.2209547
KOI-1843.03,Kepler-974,134.311,285.0131082,40.2209547,0.61,8.0,0.1768913,1654.0,3584.0,0.45,Transit,2013,0.005,,,,Gaia DR2 2103377980301947264,15.295,11.056,18.6011,16.1581,14.8122,13.7559,0.0251708148919489,0.05442065,72.0,,0.46,0.0,4.8,4.79,134.311,7.41656,285.0131082,40.2209547
Kepler-988 b,Kepler-988,304.889,290.7082585,42.2372245,2.07,4.94,17.76080053,368.0,4005.0,0.53,Transit,2016,0.1085,0.0,6.56,3.06,Gaia DR2 2101938650863923712,15.578,12.29,,16.544,15.248,14.652,,0.18467303,89.46,,0.55,-0.32,4.73,3.16,304.889,3.2513,290.7082585,42.2372245
TIC 88785435 b,TIC 88785435,122.386,224.2838576,-30.8800273,5.03,22.3,10.508843,635.0,3998.0,0.911,Transit,2025,0.08432,0.131,,0.963,Gaia DR2 6205812887538362624,13.259,9.546,,,,,,0.44874732,88.97,-25.0,0.724,-0.08,4.19,0.016,122.386,8.14234,224.2838576,-30.8800273
KOI-134 c,KOI-134,1159.21,295.586598,45.3649371,9.86,69.92224954,33.95,,6160.0,1.667,Transit Timing Variations,2025,0.2305,0.24,,0.401,Gaia DR2 2079971473693847168,13.773,12.322,,14.038,13.622,13.52,0.22,0.88,75.0,-13.0,1.407,0.427,4.11,2.4,1159.21,0.833862,295.586598,45.3649371
Kepler-327 b,Kepler-327,241.987,292.6422963,44.0876251,1.11,1.41,2.549575,682.0,3799.0,0.492,Transit,2014,0.029,0.0,73.056,5.67,Gaia DR2 2126336710805475712,15.611,11.956,,16.451,15.077,14.404,,0.099,89.77,,0.591913,-0.2,4.758,3.28,241.987,4.10372,292.6422963,44.0876251
Kepler-953 b,Kepler-953,258.893,288.9716297,44.6246451,4.21,16.5,88.40655258,410.0,5416.0,0.99,Transit,2016,0.392,0.0,5.84,1.22,Gaia DR2 2127132821641254272,11.871,10.295,,12.726,12.042,11.918,,0.37559104,89.37,,0.95,0.26,4.42,8.71,258.893,0.8898464,288.9716297,44.6246451
Kepler-994 b,Kepler-994,188.158,289.0720752,47.406918,1.6,3.19,1.151166506,957.0,3934.0,0.54,Transit,2016,0.0177,0.0,243.984,4.28,Gaia DR2 2127904992341848960,15.046,11.453,,15.854,14.506,13.835,,0.14274244,89.8,,0.56,-0.13,4.72,3.24,188.158,5.28582,289.0720752,47.406918
Kepler-1049 b,Kepler-1049,162.006,287.3469567,47.7729078,0.95,0.809,3.273460736,625.0,3864.0,0.49,Transit,2016,0.0349,0.0,50.427,5.18,Gaia DR2 2131059628640021120,14.695,11.18,,15.605,14.221,13.626,,0.08475332,88.1,,0.51,-0.33,4.77,3.8,162.006,6.14368,287.3469567,47.7729078
Kepler-45 b,Kepler-45,381.949,292.8729292,41.0641727,10.76,160.497,2.455239,1000.0,3820.0,0.55,Transit,2011,0.03,0.11,68.37,0.8,Gaia DR2 2053562475706063744,16.744,12.892,,17.414,16.106,15.364,0.505,0.96,87.0,230.0,0.59,0.28,4.7,0.5,381.949,2.59039,292.8729292,41.0641727
Kepler-1124 b,Kepler-1124,289.899,286.5942529,37.8912836,1.28,2.18,2.852348975,621.0,3658.0,0.34,Transit,2016,0.0305,0.0,50.777,5.71,Gaia DR2 2099183583961614208,16.745,12.826,20.3615,17.5773,16.1314,15.3314,,0.11419395,89.45,,0.35,-0.59,4.93,3.39,289.899,3.42133,286.5942529,37.8912836
Kepler-1805 b,Kepler-1805,221.639,285.0865387,40.8990506,1.54502915,3.0,8.847940445,479.0,3867.0,0.552,Transit,2021,0.0699,0.0,12.48,4.47,Gaia DR2 2103822075621468672,15.536,11.811,19.0486,16.4407,15.0154,14.2635,,0.13783851,89.92,,0.581,0.1,4.718,1.65,221.639,4.48309,285.0865387,40.8990506
Kepler-1074 b,Kepler-1074,250.817,284.4766869,46.2526781,1.25,2.1,5.94566534,568.0,4002.0,0.57,Transit,2016,0.0536,0.0,27.569,5.91,Gaia DR2 2107240324132394496,15.599,12.073,,16.412,15.052,14.432,,0.11151753,89.37,,0.6,-0.06,4.7,3.55,250.817,3.95819,284.4766869,46.2526781
Kepler-353 c,Kepler-353,384.694,296.8565596,41.7580749,1.38,2.48,8.410894,472.0,3903.0,0.504,Transit,2014,0.065,0.0,16.561,5.19,Gaia DR2 2076953069455745920,16.126,12.808,,17.132,15.774,15.191,,0.123,85.99,,0.553,-0.12,4.751,4.59,384.694,2.57123,296.8565596,41.7580749
Kepler-1089 b,Kepler-1089,259.328,291.0926509,49.1901729,1.83,4.01,5.132485618,584.0,3753.0,0.49,Transit,2016,0.0497,0.0,26.266,3.6,Gaia DR2 2129928884010551936,16.233,12.386,,17.062,15.756,14.88,,0.16326166,89.54,,0.52,-0.09,4.76,3.72,259.328,3.82772,291.0926509,49.1901729
